benchmark_id,q_tag,skeleton_sql,example_question,mimiciii_query_template,mimiciv_cdm_query_template,tag_items,tag_item_subtypes,value_arguments,observed_tag_item_signature_count,observed_value_count,skeleton_variant_candidate,variant_risk_level,variant_driver_tag_items,variant_reason
ehrsql_151,what are_verb the top [n_rank] frequently prescribed drugs [time_filter_global1]?,"select c.concept_name from (select de.drug_concept_id as concept_id, count(*) as n from <SCHEMA>.drug_exposure de where 1=1 {time_filter_global1:de.drug_exposure_start_date} group by de.drug_concept_id order by n desc {n_rank_limit}) r join <SCHEMA>.concept c on c.concept_id = r.concept_id order by r.n desc",Give me the top five most commonly prescribed drugs from the previous year.,"select t1.drug from ( select prescriptions.drug, dense_rank() over ( order by count(*) desc ) as c1 from prescriptions group by prescriptions.drug ) as t1 where t1.c1 <= 5","select c.concept_name from (select de.drug_concept_id as concept_id, count(*) as n from <SCHEMA>.drug_exposure de where 1=1 {time_filter_global1:de.drug_exposure_start_date} group by de.drug_concept_id order by n desc {n_rank_limit}) r join <SCHEMA>.concept c on c.concept_id = r.concept_id order by r.n desc",n_rank; time_filter_global1,n_rank: five | four | three; time_filter_global1: abs-year-since | abs-year-until | rel-year-last | rel-year-since | rel-year-until,NONE,8,0,NO,low,,
ehrsql_041,what is the new prescription of patient {patient_id} [time_filter_global2] compared to the prescription [time_filter_global1]?,"with prior_drugs as (select distinct de.drug_concept_id from <SCHEMA>.drug_exposure de join <SCHEMA>.person p on p.person_id = de.person_id where p.person_source_value = {patient_id} {time_filter_global1:de.drug_exposure_start_date}), current_drugs as (select distinct de.drug_concept_id from <SCHEMA>.drug_exposure de join <SCHEMA>.person p on p.person_id = de.person_id where p.person_source_value = {patient_id} {time_filter_global2:de.drug_exposure_start_date}) select c.concept_name from current_drugs cd join <SCHEMA>.concept c on c.concept_id = cd.drug_concept_id where not exists (select 1 from prior_drugs pd where pd.drug_concept_id = cd.drug_concept_id)",What is the new prescription for patient 1784 today compared to the prescription yesterday?,"select prescriptions.drug from prescriptions where prescriptions.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 808 ) and datetime(prescriptions.startdate,'start of day') = datetime(current_time,'start of day','-0 day') except select prescriptions.drug from prescriptions where prescriptions.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 808 ) and datetime(prescriptions.startdate,'start of day') = datetime(current_time,'start of day','-1 day')","with prior_drugs as (select distinct de.drug_concept_id from <SCHEMA>.drug_exposure de join <SCHEMA>.person p on p.person_id = de.person_id where p.person_source_value = {patient_id} {time_filter_global1:de.drug_exposure_start_date}), current_drugs as (select distinct de.drug_concept_id from <SCHEMA>.drug_exposure de join <SCHEMA>.person p on p.person_id = de.person_id where p.person_source_value = {patient_id} {time_filter_global2:de.drug_exposure_start_date}) select c.concept_name from current_drugs cd join <SCHEMA>.concept c on c.concept_id = cd.drug_concept_id where not exists (select 1 from prior_drugs pd where pd.drug_concept_id = cd.drug_concept_id)",time_filter_global2; time_filter_global1,time_filter_global1: rel-day-last; time_filter_global2: rel-day-this,patient_id,1,7,YES,high,time_filter_global1; time_filter_global2,paired event/value extraction may require two separately filtered subqueries
ehrsql_153,what are_verb the top [n_rank] frequent prescribed drugs for patients who were also prescribed {drug_name} [time_filter_within] [time_filter_global1]?,"with index_drug as (select distinct de.person_id, de.drug_exposure_start_date as index_date from <SCHEMA>.drug_exposure de where 1=1 {drug_filter:drug_name:de.drug_concept_id} {time_filter_global1:de.drug_exposure_start_date}) select c.concept_name from (select de2.drug_concept_id as concept_id, count(*) as n from index_drug idx join <SCHEMA>.drug_exposure de2 on de2.person_id = idx.person_id where de2.drug_exposure_start_date != idx.index_date {time_filter_within:de2.drug_exposure_start_date,idx.index_date} group by de2.drug_concept_id order by n desc {n_rank_limit}) r join <SCHEMA>.concept c on c.concept_id = r.concept_id order by r.n desc",What were the three most commonly prescribed drugs for patients in 2101 who were also prescribed valsartan at the same time?,"select t3.drug from ( select t2.drug, dense_rank() over ( order by count(*) desc ) as c1 from ( select admissions.subject_id, prescriptions.startdate from prescriptions join admissions on prescriptions.hadm_id = admissions.hadm_id where prescriptions.drug = 'spironolactone' and datetime(prescriptions.startdate,'start of year') = datetime(current_time,'start of year','-1 year') ) as t1 join ( select admissions.subject_id, prescriptions.drug, prescriptions.startdate from prescriptions join admissions on prescriptions.hadm_id = admissions.hadm_id where datetime(prescriptions.startdate,'start of year') = datetime(current_time,'start of year','-1 year') ) as t2 on t1.subject_id = t2.subject_id where datetime(t1.startdate) = datetime(t2.startdate) group by t2.drug ) as t3 where t3.c1 <= 4","with index_drug as (select distinct de.person_id, de.drug_exposure_start_date as index_date from <SCHEMA>.drug_exposure de where 1=1 {drug_filter:drug_name:de.drug_concept_id} {time_filter_global1:de.drug_exposure_start_date}) select c.concept_name from (select de2.drug_concept_id as concept_id, count(*) as n from index_drug idx join <SCHEMA>.drug_exposure de2 on de2.person_id = idx.person_id where de2.drug_exposure_start_date != idx.index_date {time_filter_within:de2.drug_exposure_start_date,idx.index_date} group by de2.drug_concept_id order by n desc {n_rank_limit}) r join <SCHEMA>.concept c on c.concept_id = r.concept_id order by r.n desc",n_rank; time_filter_within; time_filter_global1,n_rank: five | four | three; time_filter_global1: abs-year-in | abs-year-since | abs-year-until | null | rel-year-last | rel-year-since; time_filter_within: within-same,drug_name,10,13,YES,high,time_filter_within,"within subtype can switch between same-visit, same-month, and interval relations over two event queries"
ehrsql_154,what are_verb the top [n_rank] frequent drugs that patients were prescribed [time_filter_within] after having been prescribed with {drug_name} [time_filter_global1]?,"with index_drug as (select distinct de.person_id, de.drug_exposure_start_date as index_date from <SCHEMA>.drug_exposure de where 1=1 {drug_filter:drug_name:de.drug_concept_id} {time_filter_global1:de.drug_exposure_start_date}) select c.concept_name from (select de2.drug_concept_id as concept_id, count(*) as n from index_drug idx join <SCHEMA>.drug_exposure de2 on de2.person_id = idx.person_id where de2.drug_exposure_start_date > idx.index_date {time_filter_within:de2.drug_exposure_start_date,idx.index_date} group by de2.drug_concept_id order by n desc {n_rank_limit}) r join <SCHEMA>.concept c on c.concept_id = r.concept_id order by r.n desc","For patients who were prescribed vancomycin hcl in 2100, what are the top three most frequently prescribed drugs that followed during the same hospital encounter?","select t3.drug from ( select t2.drug, dense_rank() over ( order by count(*) desc ) as c1 from ( select admissions.subject_id, prescriptions.startdate from prescriptions join admissions on prescriptions.hadm_id = admissions.hadm_id where prescriptions.drug = 'sterile diluent for flolan' and datetime(prescriptions.startdate) <= datetime(current_time,'-2 year') ) as t1 join ( select admissions.subject_id, prescriptions.drug, prescriptions.startdate from prescriptions join admissions on prescriptions.hadm_id = admissions.hadm_id where datetime(prescriptions.startdate) <= datetime(current_time,'-2 year') ) as t2 on t1.subject_id = t2.subject_id where t1.startdate < t2.startdate and datetime(t2.startdate) between datetime(t1.startdate) and datetime(t1.startdate,'+2 month') group by t2.drug ) as t3 where t3.c1 <= 4","with index_drug as (select distinct de.person_id, de.drug_exposure_start_date as index_date from <SCHEMA>.drug_exposure de where 1=1 {drug_filter:drug_name:de.drug_concept_id} {time_filter_global1:de.drug_exposure_start_date}) select c.concept_name from (select de2.drug_concept_id as concept_id, count(*) as n from index_drug idx join <SCHEMA>.drug_exposure de2 on de2.person_id = idx.person_id where de2.drug_exposure_start_date > idx.index_date {time_filter_within:de2.drug_exposure_start_date,idx.index_date} group by de2.drug_concept_id order by n desc {n_rank_limit}) r join <SCHEMA>.concept c on c.concept_id = r.concept_id order by r.n desc",n_rank; time_filter_within; time_filter_global1,n_rank: five | four | three; time_filter_global1: abs-year-in | abs-year-since | null | rel-year-until; time_filter_within: within-hosp | within-n_month,drug_name,5,5,YES,high,time_filter_within,"within subtype can switch between same-visit, same-month, and interval relations over two event queries"
ehrsql_138,count the number of patients who were prescribed {drug_name} [time_filter_within] after having received a {procedure_name} procedure [time_filter_global1].,"with index_proc as (select distinct po.person_id, po.procedure_date as index_date from <SCHEMA>.procedure_occurrence po where 1=1 {procedure_filter:procedure_name:po.procedure_concept_id} {time_filter_global1:po.procedure_date}) select count(distinct de.person_id) from index_proc idx join <SCHEMA>.drug_exposure de on de.person_id = idx.person_id join <SCHEMA>.concept c on c.concept_id = de.drug_concept_id where de.drug_exposure_start_date > idx.index_date {drug_filter:drug_name:de.drug_concept_id} {time_filter_within:de.drug_exposure_start_date,idx.index_date}",How many patients were prescribed furosemide during the same hospital visit after undergoing a contrast aortogram in 2102?,"select count( distinct t1.subject_id ) from ( select admissions.subject_id, procedures_icd.charttime, admissions.hadm_id from procedures_icd join admissions on procedures_icd.hadm_id = admissions.hadm_id where procedures_icd.icd9_code = ( select d_icd_procedures.icd9_code from d_icd_procedures where d_icd_procedures.short_title = 'cont inv mec ven 96+ hrs' ) and strftime('%y',procedures_icd.charttime) <= '2102' ) as t1 join ( select admissions.subject_id, prescriptions.startdate, admissions.hadm_id from prescriptions join admissions on prescriptions.hadm_id = admissions.hadm_id where prescriptions.drug = 'methadone hcl' and strftime('%y',prescriptions.startdate) <= '2102' ) as t2 on t1.subject_id = t2.subject_id where t1.charttime < t2.startdate and t1.hadm_id = t2.hadm_id","with index_proc as (select distinct po.person_id, po.procedure_date as index_date from <SCHEMA>.procedure_occurrence po where 1=1 {procedure_filter:procedure_name:po.procedure_concept_id} {time_filter_global1:po.procedure_date}) select count(distinct de.person_id) from index_proc idx join <SCHEMA>.drug_exposure de on de.person_id = idx.person_id join <SCHEMA>.concept c on c.concept_id = de.drug_concept_id where de.drug_exposure_start_date > idx.index_date {drug_filter:drug_name:de.drug_concept_id} {time_filter_within:de.drug_exposure_start_date,idx.index_date}",time_filter_within; time_filter_global1,time_filter_global1: abs-year-in | abs-year-until | null | rel-year-last | rel-year-since | rel-year-this | rel-year-until; time_filter_within: within-hosp | within-month | within-n_month,drug_name; procedure_name,9,20,YES,high,time_filter_within,"within subtype can switch between same-visit, same-month, and interval relations over two event queries"
ehrsql_037,what was the name of the drug that patient {patient_id} was prescribed [time_filter_within] after having received a {procedure_name} procedure [time_filter_global1]?,"with index_proc as (select distinct po.person_id, po.procedure_date as index_date from <SCHEMA>.procedure_occurrence po where 1=1 {procedure_filter:procedure_name:po.procedure_concept_id} {time_filter_global1:po.procedure_date}) select c.concept_name as answer from index_proc idx join <SCHEMA>.drug_exposure de on de.person_id = idx.person_id join <SCHEMA>.concept c on c.concept_id = de.drug_concept_id join <SCHEMA>.person p on p.person_id = idx.person_id where de.drug_exposure_start_date > idx.index_date and p.person_source_value = {patient_id} {time_filter_within:de.drug_exposure_start_date,idx.index_date}",What's the name of the drug that patient 14467 was prescribed within 2 days after receiving a closed bronchial biopsy procedure in this month?,"select t2.drug from ( select admissions.subject_id, procedures_icd.charttime from procedures_icd join admissions on procedures_icd.hadm_id = admissions.hadm_id where admissions.subject_id = 54386 and procedures_icd.icd9_code = ( select d_icd_procedures.icd9_code from d_icd_procedures where d_icd_procedures.short_title = 'entral infus nutrit sub' ) and admissions.dischtime is not null order by admissions.admittime desc limit 1 ) as t1 join ( select admissions.subject_id, prescriptions.drug, prescriptions.startdate from prescriptions join admissions on prescriptions.hadm_id = admissions.hadm_id where admissions.subject_id = 54386 and admissions.dischtime is not null order by admissions.admittime desc limit 1 ) as t2 on t1.subject_id = t2.subject_id where t1.charttime < t2.startdate and datetime(t2.startdate) between datetime(t1.charttime) and datetime(t1.charttime,'+2 day')","with index_proc as (select distinct po.person_id, po.procedure_date as index_date from <SCHEMA>.procedure_occurrence po where 1=1 {procedure_filter:procedure_name:po.procedure_concept_id} {time_filter_global1:po.procedure_date}) select c.concept_name as answer from index_proc idx join <SCHEMA>.drug_exposure de on de.person_id = idx.person_id join <SCHEMA>.concept c on c.concept_id = de.drug_concept_id join <SCHEMA>.person p on p.person_id = idx.person_id where de.drug_exposure_start_date > idx.index_date and p.person_source_value = {patient_id} {time_filter_within:de.drug_exposure_start_date,idx.index_date}",time_filter_within; time_filter_global1,time_filter_global1: abs-month-until | null | rel-month-since | rel-month-this | rel-month-until; time_filter_within: within-hosp | within-n_day,patient_id; procedure_name,5,9,YES,high,time_filter_within,"within subtype can switch between same-visit, same-month, and interval relations over two event queries"
ehrsql_155,what are_verb the top [n_rank] frequently prescribed drugs that patients were prescribed [time_filter_within] after having received a {procedure_name} procedure [time_filter_global1]?,"with index_proc as (select distinct po.person_id, po.procedure_date as index_date from <SCHEMA>.procedure_occurrence po where 1=1 {procedure_filter:procedure_name:po.procedure_concept_id} {time_filter_global1:po.procedure_date}) select c.concept_name from (select de.drug_concept_id as concept_id, count(*) as n from index_proc idx join <SCHEMA>.drug_exposure de on de.person_id = idx.person_id where de.drug_exposure_start_date > idx.index_date {time_filter_within:de.drug_exposure_start_date,idx.index_date} group by de.drug_concept_id order by n desc {n_rank_limit}) r join <SCHEMA>.concept c on c.concept_id = r.concept_id order by r.n desc",What were the four most prescribed drugs that patients were prescribed in the same hospital encounter after the entral infus nutrit sub procedure in a year before?,"select t3.drug from ( select t2.drug, dense_rank() over ( order by count(*) desc ) as c1 from ( select admissions.subject_id, procedures_icd.charttime, admissions.hadm_id from procedures_icd join admissions on procedures_icd.hadm_id = admissions.hadm_id where procedures_icd.icd9_code = ( select d_icd_procedures.icd9_code from d_icd_procedures where d_icd_procedures.short_title = 'rt/left heart card cath' ) and datetime(procedures_icd.charttime,'start of year') = datetime(current_time,'start of year','-0 year') ) as t1 join ( select admissions.subject_id, prescriptions.drug, prescriptions.startdate, admissions.hadm_id from prescriptions join admissions on prescriptions.hadm_id = admissions.hadm_id where datetime(prescriptions.startdate,'start of year') = datetime(current_time,'start of year','-0 year') ) as t2 on t1.subject_id = t2.subject_id where t1.charttime < t2.startdate and t1.hadm_id = t2.hadm_id group by t2.drug ) as t3 where t3.c1 <= 4","with index_proc as (select distinct po.person_id, po.procedure_date as index_date from <SCHEMA>.procedure_occurrence po where 1=1 {procedure_filter:procedure_name:po.procedure_concept_id} {time_filter_global1:po.procedure_date}) select c.concept_name from (select de.drug_concept_id as concept_id, count(*) as n from index_proc idx join <SCHEMA>.drug_exposure de on de.person_id = idx.person_id where de.drug_exposure_start_date > idx.index_date {time_filter_within:de.drug_exposure_start_date,idx.index_date} group by de.drug_concept_id order by n desc {n_rank_limit}) r join <SCHEMA>.concept c on c.concept_id = r.concept_id order by r.n desc",n_rank; time_filter_within; time_filter_global1,n_rank: five | four; time_filter_global1: abs-year-until | null | rel-year-last | rel-year-this; time_filter_within: within-hosp | within-month | within-n_month,procedure_name,4,5,YES,high,time_filter_within,"within subtype can switch between same-visit, same-month, and interval relations over two event queries"
ehrsql_004,what is the cost of a drug named {drug_name}?,select null::text as answer where false /* unsupported_cost_empty */,What is the price of a drug named phenytoin infatab?,select distinct cost.cost from cost where cost.event_type = 'prescriptions' and cost.event_id in ( select prescriptions.row_id from prescriptions where prescriptions.drug = 'multivitamin-12' ),select null::text as answer where false /* unsupported_cost_empty */,NONE,NONE,drug_name,1,7,YES,unsupported,cdm_support_policy,unsupported_cost_empty
ehrsql_119,what is_verb the [agg_function] total hospital cost that involves a drug named {drug_name} [time_filter_global1]?,select null::text as answer where false /* unsupported_cost_empty */,What is the maximum total cost of a hospital that involves a drug called NS epidural bag (0.9% NaCl) in 2104?,"select min(t1.c1) from ( select sum(cost.cost) as c1 from cost where cost.hadm_id in ( select prescriptions.hadm_id from prescriptions where prescriptions.drug = 'loperamide hcl' ) and strftime('%y',cost.chargetime) = '2101' group by cost.hadm_id ) as t1",select null::text as answer where false /* unsupported_cost_empty */,agg_function; time_filter_global1,agg_function: average | maximum; time_filter_global1: abs-year-in | abs-year-since | rel-year-this,drug_name,3,4,YES,unsupported,cdm_support_policy,unsupported_cost_empty
ehrsql_081,has_verb patient {patient_id} received any procedure [time_filter_global1]?,select count(*) > 0 as answer from <SCHEMA>.procedure_occurrence po join <SCHEMA>.person p on p.person_id = po.person_id where p.person_source_value = {patient_id} {time_filter_global1:po.procedure_date},Has patient 12797 undergone any procedure until 2102?,"select count(*)>0 from procedures_icd where procedures_icd.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 12797 ) and strftime('%y',procedures_icd.charttime) <= '2102'",select count(*) > 0 as answer from <SCHEMA>.procedure_occurrence po join <SCHEMA>.person p on p.person_id = po.person_id where p.person_source_value = {patient_id} {time_filter_global1:po.procedure_date},time_filter_global1,time_filter_global1: abs-year-in | abs-year-until | null | rel-hosp-first | rel-hosp-last,patient_id,5,6,NO,low,,
ehrsql_135,count the number of {procedure_name} procedure cases [time_filter_global1].,select count(*) from <SCHEMA>.procedure_occurrence po where 1=1 {procedure_filter:procedure_name:po.procedure_concept_id} {time_filter_global1:po.procedure_date},How many times was the inject CA chemother NEC procedure done?,"select count(*) from procedures_icd where procedures_icd.icd9_code = ( select d_icd_procedures.icd9_code from d_icd_procedures where d_icd_procedures.short_title = 'ven cath renal dialysis' ) and strftime('%y',procedures_icd.charttime) >= '2105'",select count(*) from <SCHEMA>.procedure_occurrence po where 1=1 {procedure_filter:procedure_name:po.procedure_concept_id} {time_filter_global1:po.procedure_date},time_filter_global1,time_filter_global1: null | rel-year-last,procedure_name,2,5,NO,low,,
ehrsql_131,count the number of patients who received a {procedure_name} procedure [time_filter_global1].,select count(distinct po.person_id) from <SCHEMA>.procedure_occurrence po where 1=1 {procedure_filter:procedure_name:po.procedure_concept_id} {time_filter_global1:po.procedure_date},What is the number of patients who have had an op red-int fix tib/fibula procedure in this year?,"select count( distinct admissions.subject_id ) from admissions where admissions.hadm_id in ( select procedures_icd.hadm_id from procedures_icd where procedures_icd.icd9_code = ( select d_icd_procedures.icd9_code from d_icd_procedures where d_icd_procedures.short_title = 'prt lg intes exc nec/nos' ) and datetime(procedures_icd.charttime,'start of year') = datetime(current_time,'start of year','-0 year') )",select count(distinct po.person_id) from <SCHEMA>.procedure_occurrence po where 1=1 {procedure_filter:procedure_name:po.procedure_concept_id} {time_filter_global1:po.procedure_date},time_filter_global1,time_filter_global1: abs-year-until | rel-year-since | rel-year-this,procedure_name,3,7,NO,low,,
ehrsql_172,has_verb patient {patient_id} received a {procedure_name} procedure in other than the current hospital [time_filter_global1]?,select count(*) > 0 as answer from <SCHEMA>.procedure_occurrence po left join <SCHEMA>.visit_occurrence v on v.visit_occurrence_id = po.visit_occurrence_id join <SCHEMA>.person p on p.person_id = po.person_id where p.person_source_value = {patient_id} {procedure_filter:procedure_name:po.procedure_concept_id} and (v.visit_end_date is not null or v.visit_occurrence_id is null) {time_filter_global1:po.procedure_date},,,select count(*) > 0 as answer from <SCHEMA>.procedure_occurrence po left join <SCHEMA>.visit_occurrence v on v.visit_occurrence_id = po.visit_occurrence_id join <SCHEMA>.person p on p.person_id = po.person_id where p.person_source_value = {patient_id} {procedure_filter:procedure_name:po.procedure_concept_id} and (v.visit_end_date is not null or v.visit_occurrence_id is null) {time_filter_global1:po.procedure_date},NONE,NONE,NONE,0,0,NO,low,,
ehrsql_082,has_verb patient {patient_id} received a {procedure_name} procedure [time_filter_global1]?,select count(*) > 0 as answer from <SCHEMA>.procedure_occurrence po join <SCHEMA>.person p on p.person_id = po.person_id where p.person_source_value = {patient_id} {procedure_filter:procedure_name:po.procedure_concept_id} {time_filter_global1:po.procedure_date},Had patient 3535 received a contr abd arteriogrm nec procedure until 1 year ago?,select count(*)>0 from procedures_icd where procedures_icd.icd9_code = ( select d_icd_procedures.icd9_code from d_icd_procedures where d_icd_procedures.short_title = 'annuloplasty' ) and procedures_icd.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 69289 and admissions.dischtime is not null order by admissions.admittime asc limit 1 ),select count(*) > 0 as answer from <SCHEMA>.procedure_occurrence po join <SCHEMA>.person p on p.person_id = po.person_id where p.person_source_value = {patient_id} {procedure_filter:procedure_name:po.procedure_concept_id} {time_filter_global1:po.procedure_date},time_filter_global1,time_filter_global1: abs-year-in | abs-year-since | null | rel-year-last | rel-year-since | rel-year-this | rel-year-until,patient_id; procedure_name,7,28,NO,low,,
ehrsql_106,count the number of times that patient {patient_id} received a {procedure_name} procedure [time_filter_global1].,select count(*) from <SCHEMA>.procedure_occurrence po join <SCHEMA>.person p on p.person_id = po.person_id where p.person_source_value = {patient_id} {procedure_filter:procedure_name:po.procedure_concept_id} {time_filter_global1:po.procedure_date},Count the number of times patient 29447 received a cardiopulm resuscita nos procedure since 2105.,"select count(*) from procedures_icd where procedures_icd.icd9_code = ( select d_icd_procedures.icd9_code from d_icd_procedures where d_icd_procedures.short_title = 'venous cath nec' ) and procedures_icd.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 26849 ) and datetime(procedures_icd.charttime,'start of year') = datetime(current_time,'start of year','-1 year')",select count(*) from <SCHEMA>.procedure_occurrence po join <SCHEMA>.person p on p.person_id = po.person_id where p.person_source_value = {patient_id} {procedure_filter:procedure_name:po.procedure_concept_id} {time_filter_global1:po.procedure_date},time_filter_global1,time_filter_global1: abs-year-in | abs-year-since | abs-year-until | null | rel-hosp-last | rel-year-last | rel-year-since | rel-year-until,patient_id; procedure_name,8,20,NO,low,,
ehrsql_062,when was the [time_filter_exact1] procedure time of patient {patient_id} [time_filter_global1]?,select po.procedure_datetime as answer from <SCHEMA>.procedure_occurrence po join <SCHEMA>.person p on p.person_id = po.person_id where p.person_source_value = {patient_id} {time_filter_global1:po.procedure_date} {time_filter_exact1:po.procedure_datetime},What was the first procedure time for patient 47460 since 2105?,select procedures_icd.charttime from procedures_icd where procedures_icd.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 4758 and admissions.dischtime is not null order by admissions.admittime desc limit 1 ) order by procedures_icd.charttime desc limit 1,select po.procedure_datetime as answer from <SCHEMA>.procedure_occurrence po join <SCHEMA>.person p on p.person_id = po.person_id where p.person_source_value = {patient_id} {time_filter_global1:po.procedure_date} {time_filter_exact1:po.procedure_datetime},time_filter_exact1; time_filter_global1,time_filter_exact1: exact-first | exact-last; time_filter_global1: abs-year-in | abs-year-since | abs-year-until | null | rel-hosp-first | rel-year-this | rel-year-until,patient_id,8,8,NO,low,,
ehrsql_033,what was the name of the procedure that patient {patient_id} [time_filter_exact1] received [time_filter_global1]?,select c.concept_name as answer from <SCHEMA>.procedure_occurrence po join <SCHEMA>.concept c on c.concept_id = po.procedure_concept_id join <SCHEMA>.person p on p.person_id = po.person_id where p.person_source_value = {patient_id} {time_filter_global1:po.procedure_date} {time_filter_exact1:po.procedure_datetime},What procedure was performed on patient 56348 for the last time until 2 years ago?,"select d_icd_procedures.short_title from d_icd_procedures where d_icd_procedures.icd9_code in ( select procedures_icd.icd9_code from procedures_icd where procedures_icd.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 74392 ) and strftime('%y',procedures_icd.charttime) <= '2102' order by procedures_icd.charttime asc limit 1 )",select c.concept_name as answer from <SCHEMA>.procedure_occurrence po join <SCHEMA>.concept c on c.concept_id = po.procedure_concept_id join <SCHEMA>.person p on p.person_id = po.person_id where p.person_source_value = {patient_id} {time_filter_global1:po.procedure_date} {time_filter_exact1:po.procedure_datetime},time_filter_exact1; time_filter_global1,time_filter_exact1: exact-first | exact-last; time_filter_global1: abs-year-until | rel-hosp-last | rel-year-last | rel-year-since | rel-year-until,patient_id,5,7,NO,low,,
ehrsql_063,when was the [time_filter_exact1] time that patient {patient_id} received a {procedure_name} procedure [time_filter_global1]?,select po.procedure_datetime as answer from <SCHEMA>.procedure_occurrence po join <SCHEMA>.person p on p.person_id = po.person_id where p.person_source_value = {patient_id} {procedure_filter:procedure_name:po.procedure_concept_id} {time_filter_global1:po.procedure_date} {time_filter_exact1:po.procedure_datetime},When was the last time since 3 years ago that patient 94316 received a nonop remov hrt asst sys procedure?,"select procedures_icd.charttime from procedures_icd where procedures_icd.icd9_code = ( select d_icd_procedures.icd9_code from d_icd_procedures where d_icd_procedures.short_title = 'excision of joint nec' ) and procedures_icd.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 2334 ) and strftime('%y',procedures_icd.charttime) = '2103' order by procedures_icd.charttime desc limit 1",select po.procedure_datetime as answer from <SCHEMA>.procedure_occurrence po join <SCHEMA>.person p on p.person_id = po.person_id where p.person_source_value = {patient_id} {procedure_filter:procedure_name:po.procedure_concept_id} {time_filter_global1:po.procedure_date} {time_filter_exact1:po.procedure_datetime},time_filter_exact1; time_filter_global1,time_filter_exact1: exact-first | exact-last; time_filter_global1: abs-year-since | abs-year-until | null | rel-hosp-first | rel-year-since,patient_id; procedure_name,5,14,NO,low,,
ehrsql_132,count the number of patients who received a {procedure_name} procedure [n_times] [time_filter_global1].,select count(distinct po.person_id) from <SCHEMA>.procedure_occurrence po where 1=1 {procedure_filter:procedure_name:po.procedure_concept_id} {time_filter_global1:po.procedure_date} group by po.person_id {n_times_having},Count the number of patients that have had an inject into thorax cavit procedure two or more times in this year.,"select count( distinct t1.subject_id ) from ( select admissions.subject_id, count(*) as c1 from procedures_icd join admissions on procedures_icd.hadm_id = admissions.hadm_id where procedures_icd.icd9_code = ( select d_icd_procedures.icd9_code from d_icd_procedures where d_icd_procedures.short_title = 'annuloplasty' ) group by admissions.subject_id ) as t1 where t1.c1 = 2",select count(distinct po.person_id) from <SCHEMA>.procedure_occurrence po where 1=1 {procedure_filter:procedure_name:po.procedure_concept_id} {time_filter_global1:po.procedure_date} group by po.person_id {n_times_having},n_times; time_filter_global1,n_times: two or more times | two times; time_filter_global1: abs-year-in | abs-year-until | rel-year-this | rel-year-until,procedure_name,5,7,NO,low,,
ehrsql_083,what was the name of the procedure that patient {patient_id} received [n_times] [time_filter_global1]?,select c.concept_name as answer from <SCHEMA>.procedure_occurrence po join <SCHEMA>.concept c on c.concept_id = po.procedure_concept_id join <SCHEMA>.person p on p.person_id = po.person_id where p.person_source_value = {patient_id} {time_filter_global1:po.procedure_date} group by c.concept_name {n_times_having},What is the name of the procedure that patient 14397 underwent two times in this month?,"select d_icd_procedures.short_title from d_icd_procedures where d_icd_procedures.icd9_code in ( select t1.icd9_code from ( select procedures_icd.icd9_code, count( procedures_icd.charttime ) as c1 from procedures_icd where procedures_icd.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 73713 ) and strftime('%y-%m',procedures_icd.charttime) >= '2105-11' group by procedures_icd.icd9_code ) as t1 where t1.c1 = 2 )",select c.concept_name as answer from <SCHEMA>.procedure_occurrence po join <SCHEMA>.concept c on c.concept_id = po.procedure_concept_id join <SCHEMA>.person p on p.person_id = po.person_id where p.person_source_value = {patient_id} {time_filter_global1:po.procedure_date} group by c.concept_name {n_times_having},n_times; time_filter_global1,n_times: two or more times | two times; time_filter_global1: abs-month-since | abs-month-until | rel-month-since | rel-month-this,patient_id,4,4,NO,low,,
