query_id,benchmark_id,source_question_id,db_id,split,q_tag,tag,question,ehrsql_template,query,is_fully_instantiated,is_impossible,answerability,execution_eligible,unresolved_macros,review_flags,value_arguments_json,tag_item_subtypes_json,ehrsql_value_json,mimiciii_gold_query,instantiation_source
schera_ehrsql_draft_00843,ehrsql_121,b58cd1f0b683131c0830daba,mimic_iii,test,list the ids of patients diagnosed with {diagnosis_name} [time_filter_global1].,list the ids of patients diagnosed with {diagnosis_name} [time_filter_global1:abs-year-in].,Get me the patient IDs who are diagnosed with hydroureter in 2102.,list the ids of patients diagnosed with hydroureter in 2102.,select distinct co.person_id from <SCHEMA>.condition_occurrence co where 1=1 AND co.condition_concept_id IN (SELECT 194408 AS concept_id UNION SELECT descendant_concept_id AS concept_id FROM <SCHEMA>.concept_ancestor WHERE ancestor_concept_id = 194408) AND co.condition_start_date >= DATE '2102-01-01' AND co.condition_start_date < DATE '2102-01-01' + INTERVAL '1 year',TRUE,FALSE,answerable,TRUE,,,"{""diagnosis_name"": {""display_value"": ""hydroureter"", ""source_argument_name"": ""diagnosis_name"", ""value_type"": ""DIAGNOSIS_NAME""}}","{""time_filter_global1"": ""abs-year-in""}","{""diagnosis_name"": ""hydroureter""}","select admissions.subject_id from admissions where admissions.hadm_id in ( select diagnoses_icd.hadm_id from diagnoses_icd where diagnoses_icd.icd9_code = ( select d_icd_diagnoses.icd9_code from d_icd_diagnoses where d_icd_diagnoses.short_title = 'hydroureter' ) and strftime('%y',diagnoses_icd.charttime) = '2102' )",schera_ehrsql_mimic_iii_test_seed+ehrsql_value_mapping_links
schera_ehrsql_draft_00844,ehrsql_121,cebfa17c54f0b1dd54ebe2ab,mimic_iii,test,list the ids of patients diagnosed with {diagnosis_name} [time_filter_global1].,list the ids of patients diagnosed with {diagnosis_name} [time_filter_global1:abs-year-in].,"Show me the patient IDs who have been diagnosed with oth sequela, chr liv dis in 2103.","list the ids of patients diagnosed with oth sequela, chr liv dis in 2103.",select distinct co.person_id from <SCHEMA>.condition_occurrence co where 1=1 AND co.condition_concept_id IN (SELECT 4201705 AS concept_id UNION SELECT descendant_concept_id AS concept_id FROM <SCHEMA>.concept_ancestor WHERE ancestor_concept_id = 4201705) AND co.condition_start_date >= DATE '2103-01-01' AND co.condition_start_date < DATE '2103-01-01' + INTERVAL '1 year',TRUE,FALSE,answerable,TRUE,,,"{""diagnosis_name"": {""display_value"": ""oth sequela, chr liv dis"", ""source_argument_name"": ""diagnosis_name"", ""value_type"": ""DIAGNOSIS_NAME""}}","{""time_filter_global1"": ""abs-year-in""}","{""diagnosis_name"": ""oth sequela, chr liv dis""}","select admissions.subject_id from admissions where admissions.hadm_id in ( select diagnoses_icd.hadm_id from diagnoses_icd where diagnoses_icd.icd9_code = ( select d_icd_diagnoses.icd9_code from d_icd_diagnoses where d_icd_diagnoses.short_title = 'oth sequela, chr liv dis' ) and strftime('%y',diagnoses_icd.charttime) = '2103' )",schera_ehrsql_mimic_iii_test_seed+ehrsql_value_mapping_links
schera_ehrsql_draft_00845,ehrsql_121,cf061911eab9e39561effbf0,mimic_iii,test,list the ids of patients diagnosed with {diagnosis_name} [time_filter_global1].,list the ids of patients diagnosed with {diagnosis_name} [time_filter_global1:rel-year-since].,Retrieve the patient IDs who have been diagnosed with injury to facial nerve since 4 years ago.,list the ids of patients diagnosed with injury to facial nerve since 4 year ago.,select distinct co.person_id from <SCHEMA>.condition_occurrence co where 1=1 AND co.condition_concept_id IN (SELECT 382014 AS concept_id UNION SELECT descendant_concept_id AS concept_id FROM <SCHEMA>.concept_ancestor WHERE ancestor_concept_id = 382014) AND co.condition_start_date >= CURRENT_DATE - INTERVAL '4 year',TRUE,FALSE,answerable,TRUE,,,"{""diagnosis_name"": {""display_value"": ""injury to facial nerve"", ""source_argument_name"": ""diagnosis_name"", ""value_type"": ""DIAGNOSIS_NAME""}}","{""time_filter_global1"": ""rel-year-since""}","{""diagnosis_name"": ""injury to facial nerve""}","select admissions.subject_id from admissions where admissions.hadm_id in ( select diagnoses_icd.hadm_id from diagnoses_icd where diagnoses_icd.icd9_code = ( select d_icd_diagnoses.icd9_code from d_icd_diagnoses where d_icd_diagnoses.short_title = 'injury to facial nerve' ) and datetime(diagnoses_icd.charttime) >= datetime(current_time,'-4 year') )",schera_ehrsql_mimic_iii_test_seed+ehrsql_value_mapping_links
schera_ehrsql_draft_00846,ehrsql_121,0c716addd9df3ac5c5d2a2aa,mimic_iii,test,list the ids of patients diagnosed with {diagnosis_name} [time_filter_global1].,list the ids of patients diagnosed with {diagnosis_name} [time_filter_global1:abs-year-until].,Who are diagnosed with nb drug withdrawal syndr up to 2104?,list the ids of patients diagnosed with nb drug withdrawal syndr until 2104.,select distinct co.person_id from <SCHEMA>.condition_occurrence co where 1=1 AND co.condition_concept_id IN (SELECT 4183441 AS concept_id UNION SELECT descendant_concept_id AS concept_id FROM <SCHEMA>.concept_ancestor WHERE ancestor_concept_id = 4183441) AND co.condition_start_date < DATE '2104-01-01' + INTERVAL '1 year',TRUE,FALSE,answerable,TRUE,,,"{""diagnosis_name"": {""display_value"": ""nb drug withdrawal syndr"", ""source_argument_name"": ""diagnosis_name"", ""value_type"": ""DIAGNOSIS_NAME""}}","{""time_filter_global1"": ""abs-year-until""}","{""diagnosis_name"": ""nb drug withdrawal syndr""}","select admissions.subject_id from admissions where admissions.hadm_id in ( select diagnoses_icd.hadm_id from diagnoses_icd where diagnoses_icd.icd9_code = ( select d_icd_diagnoses.icd9_code from d_icd_diagnoses where d_icd_diagnoses.short_title = 'nb drug withdrawal syndr' ) and strftime('%y',diagnoses_icd.charttime) <= '2104' )",schera_ehrsql_mimic_iii_test_seed+ehrsql_value_mapping_links
schera_ehrsql_draft_00847,ehrsql_121,4ad71795bc838f0babe97e8f,mimic_iii,test,list the ids of patients diagnosed with {diagnosis_name} [time_filter_global1].,list the ids of patients diagnosed with {diagnosis_name} [time_filter_global1:rel-year-since].,Tell me the patient IDs who have been diagnosed with 31-32 comp wks gestation since 2 years ago.,list the ids of patients diagnosed with 31-32 comp wks gestation since 2 year ago.,select distinct co.person_id from <SCHEMA>.condition_occurrence co where 1=1 AND co.condition_concept_id IN (SELECT 433864 AS concept_id UNION SELECT descendant_concept_id AS concept_id FROM <SCHEMA>.concept_ancestor WHERE ancestor_concept_id = 433864) AND co.condition_start_date >= CURRENT_DATE - INTERVAL '2 year',TRUE,FALSE,answerable,TRUE,,,"{""diagnosis_name"": {""display_value"": ""31-32 comp wks gestation"", ""source_argument_name"": ""diagnosis_name"", ""value_type"": ""DIAGNOSIS_NAME""}}","{""time_filter_global1"": ""rel-year-since""}","{""diagnosis_name"": ""31-32 comp wks gestation""}","select admissions.subject_id from admissions where admissions.hadm_id in ( select diagnoses_icd.hadm_id from diagnoses_icd where diagnoses_icd.icd9_code = ( select d_icd_diagnoses.icd9_code from d_icd_diagnoses where d_icd_diagnoses.short_title = '31-32 comp wks gestation' ) and datetime(diagnoses_icd.charttime) >= datetime(current_time,'-2 year') )",schera_ehrsql_mimic_iii_test_seed+ehrsql_value_mapping_links
schera_ehrsql_draft_00848,ehrsql_121,5aae1733318fc60e984cccdb,mimic_iii,test,list the ids of patients diagnosed with {diagnosis_name} [time_filter_global1].,list the ids of patients diagnosed with {diagnosis_name} [time_filter_global1:abs-year-since].,Give me the patient IDs who are diagnosed with mitr/aortic mult involv since 2103.,list the ids of patients diagnosed with mitr/aortic mult involv since 2103.,select distinct co.person_id from <SCHEMA>.condition_occurrence co where 1=1 AND co.condition_concept_id IN (SELECT 320416 AS concept_id UNION SELECT descendant_concept_id AS concept_id FROM <SCHEMA>.concept_ancestor WHERE ancestor_concept_id = 320416) AND co.condition_start_date >= DATE '2103-01-01',TRUE,FALSE,answerable,TRUE,,,"{""diagnosis_name"": {""display_value"": ""mitr/aortic mult involv"", ""source_argument_name"": ""diagnosis_name"", ""value_type"": ""DIAGNOSIS_NAME""}}","{""time_filter_global1"": ""abs-year-since""}","{""diagnosis_name"": ""mitr/aortic mult involv""}","select admissions.subject_id from admissions where admissions.hadm_id in ( select diagnoses_icd.hadm_id from diagnoses_icd where diagnoses_icd.icd9_code = ( select d_icd_diagnoses.icd9_code from d_icd_diagnoses where d_icd_diagnoses.short_title = 'mitr/aortic mult involv' ) and strftime('%y',diagnoses_icd.charttime) >= '2103' )",schera_ehrsql_mimic_iii_test_seed+ehrsql_value_mapping_links
schera_ehrsql_draft_00849,ehrsql_121,f1efd060f813bdb6fe3e35b9,mimic_iii,test,list the ids of patients diagnosed with {diagnosis_name} [time_filter_global1].,list the ids of patients diagnosed with {diagnosis_name} [time_filter_global1:rel-year-until].,Give me the patient IDs who have been diagnosed with single lb in-hosp w cs until 4 years ago.,list the ids of patients diagnosed with single lb in-hosp w cs until 4 year ago.,select distinct co.person_id from <SCHEMA>.condition_occurrence co where 1=1 AND co.condition_concept_id IN (SELECT 4070536 AS concept_id UNION SELECT descendant_concept_id AS concept_id FROM <SCHEMA>.concept_ancestor WHERE ancestor_concept_id = 4070536) AND co.condition_start_date <= CURRENT_DATE - INTERVAL '4 year',TRUE,FALSE,answerable,TRUE,,,"{""diagnosis_name"": {""display_value"": ""single lb in-hosp w cs"", ""source_argument_name"": ""diagnosis_name"", ""value_type"": ""DIAGNOSIS_NAME""}}","{""time_filter_global1"": ""rel-year-until""}","{""diagnosis_name"": ""single lb in-hosp w cs""}","select admissions.subject_id from admissions where admissions.hadm_id in ( select diagnoses_icd.hadm_id from diagnoses_icd where diagnoses_icd.icd9_code = ( select d_icd_diagnoses.icd9_code from d_icd_diagnoses where d_icd_diagnoses.short_title = 'single lb in-hosp w cs' ) and datetime(diagnoses_icd.charttime) <= datetime(current_time,'-4 year') )",schera_ehrsql_mimic_iii_test_seed+ehrsql_value_mapping_links
schera_ehrsql_draft_00850,ehrsql_121,70d316c3734742e9619b07ea,mimic_iii,test,list the ids of patients diagnosed with {diagnosis_name} [time_filter_global1].,list the ids of patients diagnosed with {diagnosis_name} [time_filter_global1:abs-year-since].,What patient IDs received the diagnosis other anaphylactic react since 2105?,list the ids of patients diagnosed with other anaphylactic react since 2105.,select distinct co.person_id from <SCHEMA>.condition_occurrence co where 1=1 AND co.condition_concept_id IN (SELECT 441202 AS concept_id UNION SELECT descendant_concept_id AS concept_id FROM <SCHEMA>.concept_ancestor WHERE ancestor_concept_id = 441202) AND co.condition_start_date >= DATE '2105-01-01',TRUE,FALSE,answerable,TRUE,,,"{""diagnosis_name"": {""display_value"": ""other anaphylactic react"", ""source_argument_name"": ""diagnosis_name"", ""value_type"": ""DIAGNOSIS_NAME""}}","{""time_filter_global1"": ""abs-year-since""}","{""diagnosis_name"": ""other anaphylactic react""}","select admissions.subject_id from admissions where admissions.hadm_id in ( select diagnoses_icd.hadm_id from diagnoses_icd where diagnoses_icd.icd9_code = ( select d_icd_diagnoses.icd9_code from d_icd_diagnoses where d_icd_diagnoses.short_title = 'other anaphylactic react' ) and strftime('%y',diagnoses_icd.charttime) >= '2105' )",schera_ehrsql_mimic_iii_test_seed+ehrsql_value_mapping_links
schera_ehrsql_draft_00851,ehrsql_122,3a19f409c3e7c12e6c44b3a8,mimic_iii,test,what is the [agg_function] [unit_average] number of patient records diagnosed with {diagnosis_name} [time_filter_global1]?,what is the [agg_function:minimum] [unit_average:yearly] number of patient records diagnosed with {diagnosis_name} [time_filter_global1:null]?,What was the minimum yearly number of patients who were diagnosed with spinal cord disease nos?,what is the minimum yearly number of patient records diagnosed with spinal cord disease nos?,"with per_period as (select DATE_TRUNC('year', co.condition_start_date) as period_key, count(*) as record_count from <SCHEMA>.condition_occurrence co where 1=1 AND co.condition_concept_id IN (SELECT 135526 AS concept_id UNION SELECT descendant_concept_id AS concept_id FROM <SCHEMA>.concept_ancestor WHERE ancestor_concept_id = 135526) group by DATE_TRUNC('year', co.condition_start_date)) select MIN(record_count) as answer from per_period",TRUE,FALSE,answerable,TRUE,,,"{""diagnosis_name"": {""display_value"": ""spinal cord disease nos"", ""source_argument_name"": ""diagnosis_name"", ""value_type"": ""DIAGNOSIS_NAME""}}","{""agg_function"": ""minimum"", ""time_filter_global1"": ""null"", ""unit_average"": ""yearly""}","{""diagnosis_name"": ""spinal cord disease nos""}","select min(t1.c1) from ( select count( distinct diagnoses_icd.hadm_id ) as c1 from diagnoses_icd where diagnoses_icd.icd9_code = ( select d_icd_diagnoses.icd9_code from d_icd_diagnoses where d_icd_diagnoses.short_title = 'spinal cord disease nos' ) group by strftime('%y',diagnoses_icd.charttime) ) as t1",schera_ehrsql_mimic_iii_test_seed+ehrsql_value_mapping_links
schera_ehrsql_draft_00852,ehrsql_122,d8452be8e1619cbe9b609799,mimic_iii,test,what is the [agg_function] [unit_average] number of patient records diagnosed with {diagnosis_name} [time_filter_global1]?,what is the [agg_function:maximum] [unit_average:yearly] number of patient records diagnosed with {diagnosis_name} [time_filter_global1:rel-year-until]?,Tell me the maximum yearly number of patients diagnosed with ch dvt/embl prox low ext until 2 years ago.,what is the maximum yearly number of patient records diagnosed with ch dvt/embl prox low ext until 2 year ago?,"with per_period as (select DATE_TRUNC('year', co.condition_start_date) as period_key, count(*) as record_count from <SCHEMA>.condition_occurrence co where 1=1 AND co.condition_concept_id IN (SELECT 4102023 AS concept_id UNION SELECT descendant_concept_id AS concept_id FROM <SCHEMA>.concept_ancestor WHERE ancestor_concept_id = 4102023) AND co.condition_start_date <= CURRENT_DATE - INTERVAL '2 year' group by DATE_TRUNC('year', co.condition_start_date)) select MAX(record_count) as answer from per_period",TRUE,FALSE,answerable,TRUE,,,"{""diagnosis_name"": {""display_value"": ""ch dvt/embl prox low ext"", ""source_argument_name"": ""diagnosis_name"", ""value_type"": ""DIAGNOSIS_NAME""}}","{""agg_function"": ""maximum"", ""time_filter_global1"": ""rel-year-until"", ""unit_average"": ""yearly""}","{""diagnosis_name"": ""ch dvt/embl prox low ext""}","select max(t1.c1) from ( select count( distinct diagnoses_icd.hadm_id ) as c1 from diagnoses_icd where diagnoses_icd.icd9_code = ( select d_icd_diagnoses.icd9_code from d_icd_diagnoses where d_icd_diagnoses.short_title = 'ch dvt/embl prox low ext' ) and datetime(diagnoses_icd.charttime) <= datetime(current_time,'-2 year') group by strftime('%y',diagnoses_icd.charttime) ) as t1",schera_ehrsql_mimic_iii_test_seed+ehrsql_value_mapping_links
schera_ehrsql_draft_00853,ehrsql_122,6145695a01320216a18dcd8d,mimic_iii,test,what is the [agg_function] [unit_average] number of patient records diagnosed with {diagnosis_name} [time_filter_global1]?,what is the [agg_function:maximum] [unit_average:monthly] number of patient records diagnosed with {diagnosis_name} [time_filter_global1:rel-year-this]?,"What is the maximum monthly number of patient records diagnosed with ami anterolateral, init during this year?","what is the maximum monthly number of patient records diagnosed with ami anterolateral, init this year?","with per_period as (select DATE_TRUNC('month', co.condition_start_date) as period_key, count(*) as record_count from <SCHEMA>.condition_occurrence co where 1=1 AND co.condition_concept_id IN (SELECT 312327 AS concept_id UNION SELECT descendant_concept_id AS concept_id FROM <SCHEMA>.concept_ancestor WHERE ancestor_concept_id = 312327) AND co.condition_start_date >= DATE_TRUNC('year', CURRENT_DATE) AND co.condition_start_date < DATE_TRUNC('year', CURRENT_DATE) + INTERVAL '1 year' group by DATE_TRUNC('month', co.condition_start_date)) select MAX(record_count) as answer from per_period",TRUE,FALSE,answerable,TRUE,,,"{""diagnosis_name"": {""display_value"": ""ami anterolateral, init"", ""source_argument_name"": ""diagnosis_name"", ""value_type"": ""DIAGNOSIS_NAME""}}","{""agg_function"": ""maximum"", ""time_filter_global1"": ""rel-year-this"", ""unit_average"": ""monthly""}","{""diagnosis_name"": ""ami anterolateral, init""}","select max(t1.c1) from ( select count( distinct diagnoses_icd.hadm_id ) as c1 from diagnoses_icd where diagnoses_icd.icd9_code = ( select d_icd_diagnoses.icd9_code from d_icd_diagnoses where d_icd_diagnoses.short_title = 'ami anterolateral, init' ) and datetime(diagnoses_icd.charttime,'start of year') = datetime(current_time,'start of year','-0 year') group by strftime('%y-%m',diagnoses_icd.charttime) ) as t1",schera_ehrsql_mimic_iii_test_seed+ehrsql_value_mapping_links
schera_ehrsql_draft_00854,ehrsql_122,a69050e08e1cf158cfc4d21e,mimic_iii,test,what is the [agg_function] [unit_average] number of patient records diagnosed with {diagnosis_name} [time_filter_global1]?,what is the [agg_function:maximum] [unit_average:daily] number of patient records diagnosed with {diagnosis_name} [time_filter_global1:abs-year-in]?,What is the maximum daily number of patients who were diagnosed with abnrml coagultion prfile in 2102?,what is the maximum daily number of patient records diagnosed with abnrml coagultion prfile in 2102?,"with per_period as (select DATE_TRUNC('day', co.condition_start_date) as period_key, count(*) as record_count from <SCHEMA>.condition_occurrence co where 1=1 AND co.condition_concept_id IN (SELECT 320536 AS concept_id UNION SELECT descendant_concept_id AS concept_id FROM <SCHEMA>.concept_ancestor WHERE ancestor_concept_id = 320536) AND co.condition_start_date >= DATE '2102-01-01' AND co.condition_start_date < DATE '2102-01-01' + INTERVAL '1 year' group by DATE_TRUNC('day', co.condition_start_date)) select MAX(record_count) as answer from per_period",TRUE,FALSE,answerable,TRUE,,,"{""diagnosis_name"": {""display_value"": ""abnrml coagultion prfile"", ""source_argument_name"": ""diagnosis_name"", ""value_type"": ""DIAGNOSIS_NAME""}}","{""agg_function"": ""maximum"", ""time_filter_global1"": ""abs-year-in"", ""unit_average"": ""daily""}","{""diagnosis_name"": ""abnrml coagultion prfile""}","select max(t1.c1) from ( select count( distinct diagnoses_icd.hadm_id ) as c1 from diagnoses_icd where diagnoses_icd.icd9_code = ( select d_icd_diagnoses.icd9_code from d_icd_diagnoses where d_icd_diagnoses.short_title = 'abnrml coagultion prfile' ) and strftime('%y',diagnoses_icd.charttime) = '2102' group by strftime('%y-%m-%d',diagnoses_icd.charttime) ) as t1",schera_ehrsql_mimic_iii_test_seed+ehrsql_value_mapping_links
schera_ehrsql_draft_00855,ehrsql_122,0ca55f76777380a45b29f9c1,mimic_iii,test,what is the [agg_function] [unit_average] number of patient records diagnosed with {diagnosis_name} [time_filter_global1]?,what is the [agg_function:maximum] [unit_average:daily] number of patient records diagnosed with {diagnosis_name} [time_filter_global1:rel-year-since]?,List the maximum daily records of fx upper end fibula-clos since 5 years ago.,what is the maximum daily number of patient records diagnosed with fx upper end fibula-clos since 5 year ago?,"with per_period as (select DATE_TRUNC('day', co.condition_start_date) as period_key, count(*) as record_count from <SCHEMA>.condition_occurrence co where 1=1 AND co.condition_concept_id IN (SELECT 4073923 AS concept_id UNION SELECT descendant_concept_id AS concept_id FROM <SCHEMA>.concept_ancestor WHERE ancestor_concept_id = 4073923) AND co.condition_start_date >= CURRENT_DATE - INTERVAL '5 year' group by DATE_TRUNC('day', co.condition_start_date)) select MAX(record_count) as answer from per_period",TRUE,FALSE,answerable,TRUE,,,"{""diagnosis_name"": {""display_value"": ""fx upper end fibula-clos"", ""source_argument_name"": ""diagnosis_name"", ""value_type"": ""DIAGNOSIS_NAME""}}","{""agg_function"": ""maximum"", ""time_filter_global1"": ""rel-year-since"", ""unit_average"": ""daily""}","{""diagnosis_name"": ""fx upper end fibula-clos""}","select max(t1.c1) from ( select count( distinct diagnoses_icd.hadm_id ) as c1 from diagnoses_icd where diagnoses_icd.icd9_code = ( select d_icd_diagnoses.icd9_code from d_icd_diagnoses where d_icd_diagnoses.short_title = 'fx upper end fibula-clos' ) and datetime(diagnoses_icd.charttime) >= datetime(current_time,'-5 year') group by strftime('%y-%m-%d',diagnoses_icd.charttime) ) as t1",schera_ehrsql_mimic_iii_test_seed+ehrsql_value_mapping_links
schera_ehrsql_draft_00856,ehrsql_123,0d5719a806fa201a833ddd8c,mimic_iii,test,count the number of patients who were dead after having been diagnosed with {diagnosis_name} [time_filter_within] [time_filter_global1].,count the number of patients who were dead after having been diagnosed with {diagnosis_name} [time_filter_within:within-hosp] [time_filter_global1:null].,Count the number of patients that died during the same hospital visit after having been diagnosed with septicemia nos.,count the number of patients who were dead after having been diagnosed with septicemia nos within the same hospital visit.,"with index_condition as (select co.person_id, co.condition_start_date as index_date from <SCHEMA>.condition_occurrence co where 1=1 AND co.condition_concept_id IN (SELECT 132797 AS concept_id UNION SELECT descendant_concept_id AS concept_id FROM <SCHEMA>.concept_ancestor WHERE ancestor_concept_id = 132797) ) select count(distinct ic.person_id) from index_condition ic join <SCHEMA>.death d on d.person_id = ic.person_id where d.death_date > ic.index_date AND d.death_date >= ic.index_date",TRUE,FALSE,answerable,TRUE,,,"{""diagnosis_name"": {""display_value"": ""septicemia nos"", ""source_argument_name"": ""diagnosis_name"", ""value_type"": ""DIAGNOSIS_NAME""}}","{""time_filter_global1"": ""null"", ""time_filter_within"": ""within-hosp""}","{""diagnosis_name"": ""septicemia nos""}","select count( distinct t2.subject_id ) from ( select t1.subject_id, t1.charttime, t1.hadm_id from ( select admissions.subject_id, diagnoses_icd.charttime, admissions.hadm_id from diagnoses_icd join admissions on diagnoses_icd.hadm_id = admissions.hadm_id where diagnoses_icd.icd9_code = ( select d_icd_diagnoses.icd9_code from d_icd_diagnoses where d_icd_diagnoses.short_title = 'septicemia nos' ) ) as t1 group by t1.subject_id having min(t1.charttime) = t1.charttime ) as t2 join ( select patients.subject_id, admissions.hadm_id, patients.dod from admissions join patients on patients.subject_id = admissions.subject_id where patients.dod is not null ) as t3 on t2.subject_id = t3.subject_id where t2.hadm_id = t3.hadm_id",schera_ehrsql_mimic_iii_test_seed+ehrsql_value_mapping_links
schera_ehrsql_draft_00857,ehrsql_123,2706f47255aaffffd7891458,mimic_iii,test,count the number of patients who were dead after having been diagnosed with {diagnosis_name} [time_filter_within] [time_filter_global1].,count the number of patients who were dead after having been diagnosed with {diagnosis_name} [time_filter_within:within-hosp] [time_filter_global1:rel-year-this].,How many patients died after having been diagnosed with intestinal obstruct nos during the same hospital visit this year?,count the number of patients who were dead after having been diagnosed with intestinal obstruct nos within the same hospital visit this year.,"with index_condition as (select co.person_id, co.condition_start_date as index_date from <SCHEMA>.condition_occurrence co where 1=1 AND co.condition_concept_id IN (SELECT 193518 AS concept_id UNION SELECT descendant_concept_id AS concept_id FROM <SCHEMA>.concept_ancestor WHERE ancestor_concept_id = 193518) AND co.condition_start_date >= DATE_TRUNC('year', CURRENT_DATE) AND co.condition_start_date < DATE_TRUNC('year', CURRENT_DATE) + INTERVAL '1 year') select count(distinct ic.person_id) from index_condition ic join <SCHEMA>.death d on d.person_id = ic.person_id where d.death_date > ic.index_date AND d.death_date >= ic.index_date",TRUE,FALSE,answerable,TRUE,,,"{""diagnosis_name"": {""display_value"": ""intestinal obstruct nos"", ""source_argument_name"": ""diagnosis_name"", ""value_type"": ""DIAGNOSIS_NAME""}}","{""time_filter_global1"": ""rel-year-this"", ""time_filter_within"": ""within-hosp""}","{""diagnosis_name"": ""intestinal obstruct nos""}","select count( distinct t2.subject_id ) from ( select t1.subject_id, t1.charttime, t1.hadm_id from ( select admissions.subject_id, diagnoses_icd.charttime, admissions.hadm_id from diagnoses_icd join admissions on diagnoses_icd.hadm_id = admissions.hadm_id where diagnoses_icd.icd9_code = ( select d_icd_diagnoses.icd9_code from d_icd_diagnoses where d_icd_diagnoses.short_title = 'intestinal obstruct nos' ) ) as t1 group by t1.subject_id having min(t1.charttime) = t1.charttime and datetime(t1.charttime,'start of year') = datetime(current_time,'start of year','-0 year') ) as t2 join ( select patients.subject_id, admissions.hadm_id, patients.dod from admissions join patients on patients.subject_id = admissions.subject_id where patients.dod is not null and datetime(patients.dod,'start of year') = datetime(current_time,'start of year','-0 year') ) as t3 on t2.subject_id = t3.subject_id where t2.hadm_id = t3.hadm_id",schera_ehrsql_mimic_iii_test_seed+ehrsql_value_mapping_links
schera_ehrsql_draft_00858,ehrsql_123,9e49da952ac9ca9ecfdc8524,mimic_iii,test,count the number of patients who were dead after having been diagnosed with {diagnosis_name} [time_filter_within] [time_filter_global1].,count the number of patients who were dead after having been diagnosed with {diagnosis_name} [time_filter_within:within-n_month] [time_filter_global1:rel-year-this].,Count the number of patients that died within 2 months after having been diagnosed with ulcer other part of foot this year.,count the number of patients who were dead after having been diagnosed with ulcer other part of foot within 2 month this year.,"with index_condition as (select co.person_id, co.condition_start_date as index_date from <SCHEMA>.condition_occurrence co where 1=1 AND co.condition_concept_id IN (SELECT 74719 AS concept_id UNION SELECT descendant_concept_id AS concept_id FROM <SCHEMA>.concept_ancestor WHERE ancestor_concept_id = 74719) AND co.condition_start_date >= DATE_TRUNC('year', CURRENT_DATE) AND co.condition_start_date < DATE_TRUNC('year', CURRENT_DATE) + INTERVAL '1 year') select count(distinct ic.person_id) from index_condition ic join <SCHEMA>.death d on d.person_id = ic.person_id where d.death_date > ic.index_date AND d.death_date >= ic.index_date AND d.death_date <= ic.index_date + INTERVAL '2 month'",TRUE,FALSE,answerable,TRUE,,,"{""diagnosis_name"": {""display_value"": ""ulcer other part of foot"", ""source_argument_name"": ""diagnosis_name"", ""value_type"": ""DIAGNOSIS_NAME""}}","{""time_filter_global1"": ""rel-year-this"", ""time_filter_within"": ""within-n_month""}","{""diagnosis_name"": ""ulcer other part of foot""}","select count( distinct t2.subject_id ) from ( select t1.subject_id, t1.charttime from ( select admissions.subject_id, diagnoses_icd.charttime from diagnoses_icd join admissions on diagnoses_icd.hadm_id = admissions.hadm_id where diagnoses_icd.icd9_code = ( select d_icd_diagnoses.icd9_code from d_icd_diagnoses where d_icd_diagnoses.short_title = 'ulcer other part of foot' ) ) as t1 group by t1.subject_id having min(t1.charttime) = t1.charttime and datetime(t1.charttime,'start of year') = datetime(current_time,'start of year','-0 year') ) as t2 join ( select patients.subject_id, admissions.hadm_id, patients.dod from admissions join patients on patients.subject_id = admissions.subject_id where patients.dod is not null and datetime(patients.dod,'start of year') = datetime(current_time,'start of year','-0 year') ) as t3 on t2.subject_id = t3.subject_id where ( datetime(t3.dod) between datetime(t2.charttime) and datetime(t2.charttime,'+2 month') ) or ( datetime(t2.charttime) between datetime(t3.dod) and datetime(t3.dod,'+2 month') )",schera_ehrsql_mimic_iii_test_seed+ehrsql_value_mapping_links
